,GAME_ID,PLAYER_NAME,PTS_home_DirkNowitzki,FG_PCT_home_DirkNowitzki,FT_PCT_home_DirkNowitzki,FG3_PCT_home_DirkNowitzki,AST_home_DirkNowitzki,REB_home_DirkNowitzki,PTS_away_DirkNowitzki,FG_PCT_away_DirkNowitzki,FT_PCT_away_DirkNowitzki,FG3_PCT_away_DirkNowitzki,AST_away_DirkNowitzki,REB_away_DirkNowitzki,MIN_DirkNowitzki,FGM_DirkNowitzki,FGA_DirkNowitzki,FG_PCT_DirkNowitzki,FG3M_DirkNowitzki,FG3A_DirkNowitzki,FG3_PCT_DirkNowitzki,FTM_DirkNowitzki,FTA_DirkNowitzki,FT_PCT_DirkNowitzki,OREB_DirkNowitzki,DREB_DirkNowitzki,REB_DirkNowitzki,AST_DirkNowitzki,STL_DirkNowitzki,BLK_DirkNowitzki,TO_DirkNowitzki,PF_DirkNowitzki,PLUS_MINUS_DirkNowitzki,PTS_DirkNowitzki
4657,21301159,Dirk Nowitzki,0.25263157894736843,0.3755980861244018,0.36451169188445653,0.19833729216152005,0.20512820512820512,0.5660377358490566,0.41935483870967744,0.7542579075425792,0.46907817969661614,0.49936143039591324,0.47619047619047616,0.26229508196721313,0.5447513812154696,0.375,0.22,0.818,0.14285714285714285,0.125,0.667,0.04,0.02564102564102564,1.0,0.0,0.2608695652173913,0.1935483870967742,0.125,0.0,0.0,0.0,0.0,0.5111111111111111,0.3387096774193548
4658,21301151,Dirk Nowitzki,0.3368421052631579,0.5191387559808611,0.5873452544704263,0.33016627078384797,0.3333333333333333,0.4339622641509434,0.3978494623655914,0.384428223844282,0.4994165694282381,0.5351213282247765,0.4523809523809524,0.4098360655737705,0.5643646408839779,0.20833333333333334,0.34,0.294,0.14285714285714285,0.25,0.3329999999999999,0.12,0.10256410256410256,0.75,0.0,0.043478260869565216,0.03225806451612903,0.125,0.0,0.1,0.0,0.16666666666666666,0.3888888888888889,0.24193548387096775
4659,21301142,Dirk Nowitzki,0.37894736842105264,0.39473684210526305,0.656121045392022,0.29691211401425177,0.46153846153846156,0.39622641509433965,0.5483870967741935,0.5644768856447687,0.9218203033838974,0.30395913154533843,0.5714285714285714,0.5245901639344263,0.5591160220994476,0.4583333333333333,0.28,0.7859999999999999,0.07142857142857142,0.08333333333333333,0.5,0.16,0.1282051282051282,0.8,0.25,0.2608695652173913,0.2903225806451613,0.20833333333333334,0.0,0.0,0.16666666666666666,0.16666666666666666,0.7333333333333333,0.43548387096774194
4660,21301128,Dirk Nowitzki,0.5052631578947369,0.4114832535885167,0.7152682255845941,0.26365795724465557,0.46153846153846156,0.4528301886792453,0.6129032258064516,0.6180048661800486,0.8249708284714119,0.6168582375478928,0.47619047619047616,0.4262295081967213,0.5767955801104971,0.4166666666666667,0.36,0.556,0.2857142857142857,0.2916666666666667,0.5710000000000001,0.08,0.05128205128205128,1.0,0.0,0.4782608695652174,0.3548387096774194,0.041666666666666664,0.2,0.1,0.16666666666666666,0.6666666666666666,0.5,0.41935483870967744
4661,21301112,Dirk Nowitzki,0.6421052631578947,0.5574162679425837,0.656121045392022,0.5546318289786223,0.48717948717948717,0.49056603773584906,0.7096774193548387,0.7907542579075427,0.41656942823803966,0.6181353767560664,0.6904761904761905,0.39344262295081966,0.6574585635359116,0.5416666666666666,0.42,0.619,0.42857142857142855,0.3333333333333333,0.75,0.04,0.07692307692307693,0.3329999999999999,0.08333333333333333,0.43478260869565216,0.3548387096774194,0.125,0.2,0.1,0.0,0.0,0.4666666666666667,0.532258064516129
4662,21301090,Dirk Nowitzki,0.4631578947368421,0.547846889952153,0.7248968363136177,0.36104513064133015,0.5128205128205128,0.33962264150943394,0.4731182795698925,0.6642335766423357,0.6312718786464411,0.3831417624521073,0.30952380952380953,0.4426229508196721,0.5011049723756906,0.20833333333333334,0.2,0.5,0.0,0.08333333333333333,0.0,0.36,0.2564102564102564,0.9,0.0,0.30434782608695654,0.22580645161290322,0.2916666666666667,0.0,0.1,0.16666666666666666,0.6666666666666666,0.6111111111111112,0.3064516129032258
4663,21301074,Dirk Nowitzki,0.4631578947368421,0.504784688995215,0.5928473177441541,0.5938242280285035,0.3333333333333333,0.49056603773584906,0.5698924731182796,0.5279805352798052,0.8599766627771295,0.5402298850574713,0.42857142857142855,0.3442622950819672,0.5834254143646409,0.2916666666666667,0.3,0.467,0.07142857142857142,0.16666666666666666,0.25,0.24,0.2564102564102564,0.6,0.08333333333333333,0.34782608695652173,0.2903225806451613,0.125,0.0,0.0,0.25,0.3333333333333333,0.45555555555555555,0.3387096774193548
4664,21301059,Dirk Nowitzki,0.7263157894736842,0.5813397129186603,0.7537826685006876,0.46912114014251777,0.48717948717948717,0.5849056603773585,0.6774193548387096,0.6058394160583941,0.7537922987164528,0.4648786717752235,0.5476190476190477,0.29508196721311475,0.6422651933701657,0.4583333333333333,0.46,0.478,0.14285714285714285,0.3333333333333333,0.25,0.32,0.20512820512820512,1.0,0.08333333333333333,0.391304347826087,0.3225806451612903,0.25,0.4,0.1,0.5,0.6666666666666666,0.6444444444444445,0.5161290322580645
4665,21301044,Dirk Nowitzki,0.47368421052631576,0.3062200956937799,0.6891334250343879,0.38361045130641314,0.3333333333333333,0.660377358490566,0.5483870967741935,0.38686131386861317,0.822637106184364,0.46871008939974473,0.30952380952380953,0.4426229508196721,0.6375690607734806,0.08333333333333333,0.24,0.1669999999999999,0.0,0.125,0.0,0.24,0.15384615384615385,1.0,0.0,0.34782608695652173,0.25806451612903225,0.08333333333333333,0.0,0.0,0.16666666666666666,0.6666666666666666,0.36666666666666664,0.16129032258064516
4666,21301028,Dirk Nowitzki,0.6631578947368421,0.6746411483253588,0.7579092159559836,0.6472684085510688,0.5128205128205128,0.5849056603773585,0.5376344086021505,0.6034063260340632,0.5554259043173863,0.5530012771392082,0.47619047619047616,0.2459016393442623,0.47955801104972373,0.375,0.3,0.6,0.07142857142857142,0.08333333333333333,0.5,0.08,0.07692307692307693,0.667,0.0,0.2608695652173913,0.1935483870967742,0.041666666666666664,0.2,0.1,0.08333333333333333,0.6666666666666666,0.5555555555555556,0.3387096774193548
4667,21301014,Dirk Nowitzki,0.6631578947368421,0.569377990430622,0.6698762035763411,0.39548693586698325,0.46153846153846156,0.6415094339622641,0.7204301075268817,0.5644768856447687,0.7736289381563594,0.44061302681992337,0.5,0.4262295081967213,0.6475138121546962,0.4583333333333333,0.54,0.407,0.0,0.2916666666666667,0.0,0.2,0.15384615384615385,0.833,0.0,0.13043478260869565,0.0967741935483871,0.0,0.0,0.0,0.16666666666666666,0.5,0.5,0.43548387096774194
4668,21301001,Dirk Nowitzki,0.3684210526315789,0.3971291866028707,0.8693259972489684,0.39548693586698325,0.3076923076923077,0.3584905660377358,0.3548387096774194,0.291970802919708,0.8331388564760793,0.5223499361430396,0.38095238095238093,0.6065573770491803,0.5337016574585636,0.25,0.34,0.353,0.2857142857142857,0.3333333333333333,0.5,0.12,0.07692307692307693,1.0,0.0,0.2608695652173913,0.1935483870967742,0.041666666666666664,0.0,0.0,0.08333333333333333,0.16666666666666666,0.5777777777777777,0.3064516129032258
4669,21300992,Dirk Nowitzki,0.28421052631578947,0.2631578947368423,0.5928473177441541,0.36817102137767216,0.23076923076923078,0.3018867924528302,0.5698924731182796,0.6982968369829681,0.7666277712952159,0.6922094508301406,0.5238095238095238,0.36065573770491804,0.4944751381215469,0.25,0.24,0.5,0.14285714285714285,0.125,0.667,0.12,0.07692307692307693,1.0,0.08333333333333333,0.13043478260869565,0.12903225806451613,0.08333333333333333,0.1,0.0,0.16666666666666666,0.16666666666666666,0.6,0.27419354838709675
4670,21300964,Dirk Nowitzki,0.4421052631578947,0.5119617224880382,0.672627235213205,0.22802850356294535,0.38461538461538464,0.4339622641509434,0.5591397849462365,0.6958637469586375,0.9031505250875146,0.7905491698595147,0.5238095238095238,0.3114754098360656,0.5522099447513813,0.5,0.28,0.857,0.2857142857142857,0.16666666666666666,1.0,0.12,0.07692307692307693,1.0,0.0,0.34782608695652173,0.25806451612903225,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.7222222222222222,0.5
4671,21300956,Dirk Nowitzki,0.5157894736842106,0.6124401913875598,0.7579092159559836,0.5700712589073633,0.46153846153846156,0.5471698113207547,0.3118279569892473,0.291970802919708,0.5857642940490082,0.35504469987228615,0.3333333333333333,0.32786885245901637,0.5022099447513813,0.16666666666666666,0.22,0.364,0.0,0.041666666666666664,0.0,0.16,0.10256410256410256,1.0,0.0,0.2608695652173913,0.1935483870967742,0.041666666666666664,0.1,0.0,0.0,0.16666666666666666,0.3888888888888889,0.1935483870967742
4672,21300941,Dirk Nowitzki,0.4842105263157895,0.4473684210526315,0.733149931224209,0.4750593824228028,0.38461538461538464,0.4716981132075472,0.40860215053763443,0.5644768856447687,0.7584597432905483,0.5593869731800766,0.23809523809523808,0.3442622950819672,0.580110497237569,0.125,0.28,0.214,0.07142857142857142,0.16666666666666666,0.25,0.28,0.1794871794871795,1.0,0.08333333333333333,0.30434782608695654,0.25806451612903225,0.041666666666666664,0.2,0.0,0.25,0.0,0.6888888888888889,0.22580645161290322
4673,21300924,Dirk Nowitzki,0.4631578947368421,0.504784688995215,0.6354883081155434,0.36579572446555814,0.23076923076923078,0.39622641509433965,0.45161290322580644,0.5158150851581506,0.6662777129521588,0.3435504469987228,0.30952380952380953,0.47540983606557374,0.5632596685082872,0.3333333333333333,0.38,0.421,0.0,0.08333333333333333,0.0,0.24,0.1794871794871795,0.857,0.0,0.21739130434782608,0.16129032258064516,0.25,0.2,0.0,0.08333333333333333,0.3333333333333333,0.6444444444444445,0.3548387096774194
