,GAME_ID,PLAYER_NAME,PTS_home_KlayThompson,FG_PCT_home_KlayThompson,FT_PCT_home_KlayThompson,FG3_PCT_home_KlayThompson,AST_home_KlayThompson,REB_home_KlayThompson,PTS_away_KlayThompson,FG_PCT_away_KlayThompson,FT_PCT_away_KlayThompson,FG3_PCT_away_KlayThompson,AST_away_KlayThompson,REB_away_KlayThompson,MIN_KlayThompson,FGM_KlayThompson,FGA_KlayThompson,FG_PCT_KlayThompson,FG3M_KlayThompson,FG3A_KlayThompson,FG3_PCT_KlayThompson,FTM_KlayThompson,FTA_KlayThompson,FT_PCT_KlayThompson,OREB_KlayThompson,DREB_KlayThompson,REB_KlayThompson,AST_KlayThompson,STL_KlayThompson,BLK_KlayThompson,TO_KlayThompson,PF_KlayThompson,PLUS_MINUS_KlayThompson,PTS_KlayThompson
11989,21401082,Klay Thompson,0.2631578947368421,0.45454545454545453,0.6327372764786795,0.4572446555819477,0.28205128205128205,0.4339622641509434,0.5483870967741935,0.4549878345498783,0.7257876312718786,0.6590038314176246,0.5714285714285714,0.3770491803278688,0.4430939226519337,0.4166666666666667,0.34,0.588,0.42857142857142855,0.375,0.667,0.08,0.05128205128205128,1.0,0.0,0.08695652173913043,0.06451612903225806,0.041666666666666664,0.1,0.0,0.0,0.3333333333333333,0.6333333333333333,0.45161290322580644
11990,21401059,Klay Thompson,0.5157894736842106,0.3995215311004784,0.7097661623108666,0.5237529691211401,0.38461538461538464,0.33962264150943394,0.7096774193548387,0.8661800486618004,0.8938156359393232,0.5900383141762453,0.7857142857142857,0.4262295081967213,0.4176795580110497,0.25,0.26,0.462,0.07142857142857142,0.125,0.3329999999999999,0.12,0.07692307692307693,1.0,0.0,0.08695652173913043,0.06451612903225806,0.08333333333333333,0.1,0.1,0.0,0.16666666666666666,0.5333333333333333,0.25806451612903225
11991,21401053,Klay Thompson,0.5052631578947369,0.3684210526315788,0.672627235213205,0.46793349168646065,0.38461538461538464,0.8490566037735849,0.21505376344086022,0.2116788321167881,0.6861143523920653,0.3486590038314177,0.2619047619047619,0.29508196721311475,0.2941988950276243,0.125,0.18,0.3329999999999999,0.0,0.20833333333333334,0.0,0.08,0.05128205128205128,1.0,0.0,0.043478260869565216,0.03225806451612903,0.125,0.1,0.0,0.08333333333333333,0.0,0.5111111111111111,0.12903225806451613
11992,21400999,Klay Thompson,0.5157894736842106,0.5239234449760765,0.8803301237964237,0.3076009501187648,0.5128205128205128,0.37735849056603776,0.5268817204301075,0.5182481751824815,0.8891481913652276,0.6807151979565772,0.47619047619047616,0.4098360655737705,0.5781767955801105,0.4166666666666667,0.44,0.455,0.21428571428571427,0.375,0.3329999999999999,0.12,0.07692307692307693,1.0,0.0,0.13043478260869565,0.0967741935483871,0.041666666666666664,0.0,0.1,0.0,0.5,0.45555555555555555,0.41935483870967744
11993,21400981,Klay Thompson,0.6947368421052632,0.5813397129186603,0.9188445667125171,0.6638954869358669,0.6666666666666666,0.4716981132075472,0.40860215053763443,0.36496350364963503,0.4900816802800466,0.4597701149425288,0.5,0.5081967213114754,0.42403314917127066,0.375,0.34,0.529,0.42857142857142855,0.4166666666666667,0.6,0.12,0.07692307692307693,1.0,0.0,0.08695652173913043,0.06451612903225806,0.08333333333333333,0.0,0.0,0.0,0.16666666666666666,0.8111111111111111,0.43548387096774194
11994,21400960,Klay Thompson,0.4842105263157895,0.638755980861244,0.6822558459422283,0.41567695961995244,0.5384615384615384,0.4716981132075472,0.45161290322580644,0.4452554744525547,0.8051341890315052,0.425287356321839,0.3333333333333333,0.47540983606557374,0.5779005524861879,0.4583333333333333,0.38,0.579,0.21428571428571427,0.25,0.5,0.08,0.05128205128205128,1.0,0.0,0.08695652173913043,0.06451612903225806,0.125,0.1,0.1,0.16666666666666666,0.16666666666666666,0.6,0.43548387096774194
11995,21400944,Klay Thompson,0.22105263157894736,0.2870813397129186,0.701513067400275,0.43230403800475053,0.1282051282051282,0.37735849056603776,0.45161290322580644,0.42822384428223836,0.7537922987164528,0.5351213282247765,0.30952380952380953,0.45901639344262296,0.5080110497237569,0.3333333333333333,0.38,0.421,0.2857142857142857,0.3333333333333333,0.5,0.2,0.1282051282051282,1.0,0.0,0.08695652173913043,0.06451612903225806,0.125,0.0,0.1,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.4032258064516129
11996,21400932,Klay Thompson,0.49473684210526314,0.5813397129186603,0.5818431911966987,0.5403800475059382,0.38461538461538464,0.37735849056603776,0.45161290322580644,0.5742092457420924,0.6662777129521588,0.4086845466155811,0.5,0.3114754098360656,0.4911602209944751,0.375,0.26,0.6920000000000001,0.21428571428571427,0.20833333333333334,0.6,0.0,0.0,0.0,0.0,0.043478260869565216,0.03225806451612903,0.08333333333333333,0.0,0.1,0.16666666666666666,0.16666666666666666,0.7111111111111111,0.3387096774193548
11997,21400922,Klay Thompson,0.47368421052631576,0.5071770334928228,0.8555708390646493,0.5676959619952493,0.5128205128205128,0.6415094339622641,0.3548387096774194,0.2968369829683698,0.6861143523920653,0.3831417624521073,0.30952380952380953,0.22950819672131148,0.5132596685082872,0.20833333333333334,0.28,0.357,0.14285714285714285,0.20833333333333334,0.4,0.16,0.1282051282051282,0.8,0.0,0.043478260869565216,0.03225806451612903,0.08333333333333333,0.0,0.1,0.3333333333333333,0.3333333333333333,0.7333333333333333,0.25806451612903225
11998,21400907,Klay Thompson,0.45263157894736844,0.5980861244019138,0.39477303988995877,0.48931116389548684,0.5641025641025641,0.32075471698113206,0.3978494623655914,0.4355231143552311,0.7666277712952159,0.4559386973180077,0.30952380952380953,0.4426229508196721,0.5988950276243094,0.20833333333333334,0.32,0.313,0.21428571428571427,0.3333333333333333,0.375,0.16,0.10256410256410256,1.0,0.0,0.0,0.0,0.20833333333333334,0.3,0.0,0.08333333333333333,0.5,0.5333333333333333,0.27419354838709675
