,GAME_ID,PLAYER_NAME,PTS_home_LaMarcusAldridge,FG_PCT_home_LaMarcusAldridge,FT_PCT_home_LaMarcusAldridge,FG3_PCT_home_LaMarcusAldridge,AST_home_LaMarcusAldridge,REB_home_LaMarcusAldridge,PTS_away_LaMarcusAldridge,FG_PCT_away_LaMarcusAldridge,FT_PCT_away_LaMarcusAldridge,FG3_PCT_away_LaMarcusAldridge,AST_away_LaMarcusAldridge,REB_away_LaMarcusAldridge,MIN_LaMarcusAldridge,FGM_LaMarcusAldridge,FGA_LaMarcusAldridge,FG_PCT_LaMarcusAldridge,FG3M_LaMarcusAldridge,FG3A_LaMarcusAldridge,FG3_PCT_LaMarcusAldridge,FTM_LaMarcusAldridge,FTA_LaMarcusAldridge,FT_PCT_LaMarcusAldridge,OREB_LaMarcusAldridge,DREB_LaMarcusAldridge,REB_LaMarcusAldridge,AST_LaMarcusAldridge,STL_LaMarcusAldridge,BLK_LaMarcusAldridge,TO_LaMarcusAldridge,PF_LaMarcusAldridge,PLUS_MINUS_LaMarcusAldridge,PTS_LaMarcusAldridge
14835,21800272,LaMarcus Aldridge,0.43157894736842106,0.49760765550239233,0.3892709766162311,0.14845605700712589,0.5897435897435898,0.5283018867924528,0.5913978494623656,0.6326034063260341,0.6592765460910152,0.6079182630906769,0.5714285714285714,0.4262295081967213,0.6198895027624309,0.5833333333333334,0.5,0.56,0.0,0.041666666666666664,0.0,0.2,0.15384615384615385,0.833,0.4166666666666667,0.391304347826087,0.45161290322580644,0.125,0.0,0.2,0.25,0.3333333333333333,0.7111111111111111,0.532258064516129
14836,21800262,LaMarcus Aldridge,0.4631578947368421,0.4066985645933016,0.8170563961485557,0.37767220902612825,0.3333333333333333,0.49056603773584906,0.5161290322580645,0.5717761557177615,0.8331388564760793,0.4086845466155811,0.40476190476190477,0.32786885245901637,0.6776243093922651,0.25,0.4,0.3,0.0,0.041666666666666664,0.0,0.28,0.23076923076923078,0.778,0.5,0.21739130434782608,0.3548387096774194,0.16666666666666666,0.0,0.1,0.0,0.6666666666666666,0.37777777777777777,0.3064516129032258
14837,21800246,LaMarcus Aldridge,0.8526315789473684,0.7679425837320573,0.8033012379642366,0.4572446555819477,0.6666666666666666,0.4716981132075472,0.7526881720430108,0.5669099756690997,0.7666277712952159,0.6385696040868455,0.42857142857142855,0.39344262295081966,0.4925414364640884,0.08333333333333333,0.22,0.182,0.0,0.0,0.0,0.12,0.10256410256410256,0.75,0.16666666666666666,0.34782608695652173,0.3225806451612903,0.08333333333333333,0.0,0.0,0.08333333333333333,0.5,0.3,0.11290322580645161
14838,21800238,LaMarcus Aldridge,0.47368421052631576,0.45215311004784686,0.5955983493810179,0.4952494061757719,0.41025641025641024,0.5849056603773585,0.3870967741935484,0.39172749391727485,0.7782963827304551,0.2452107279693487,0.38095238095238093,0.4262295081967213,0.6646408839779006,0.4166666666666667,0.32,0.625,0.0,0.041666666666666664,0.0,0.16,0.10256410256410256,1.0,0.5,0.5217391304347826,0.5806451612903226,0.125,0.0,0.2,0.16666666666666666,0.3333333333333333,0.6444444444444445,0.3870967741935484
14839,21800215,LaMarcus Aldridge,0.6,0.5119617224880382,0.7248968363136177,0.4133016627078384,0.38461538461538464,0.6226415094339622,0.5913978494623656,0.3795620437956205,0.7666277712952159,0.39591315453384424,0.35714285714285715,0.4098360655737705,0.6301104972375691,0.125,0.3,0.2,0.0,0.0,0.0,0.16,0.10256410256410256,1.0,0.5,0.43478260869565216,0.5161290322580645,0.041666666666666664,0.2,0.2,0.25,0.3333333333333333,0.5666666666666667,0.16129032258064516
14840,21800211,LaMarcus Aldridge,0.6,0.7248803827751197,0.828060522696011,0.5748218527315914,0.48717948717948717,0.39622641509433965,0.43010752688172044,0.42822384428223836,0.7572928821470245,0.3882503192848021,0.2857142857142857,0.3770491803278688,0.47375690607734805,0.125,0.24,0.25,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.3333333333333333,0.34782608695652173,0.3870967741935484,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.35555555555555557,0.0967741935483871
14841,21800197,LaMarcus Aldridge,0.47368421052631576,0.5813397129186603,0.42640990371389265,0.5439429928741091,0.48717948717948717,0.5283018867924528,0.46236559139784944,0.4647201946472022,0.7817969661610268,0.41251596424010206,0.5,0.3770491803278688,0.5596685082872928,0.25,0.24,0.5,0.0,0.0,0.0,0.08,0.05128205128205128,1.0,0.25,0.6521739130434783,0.5806451612903226,0.0,0.0,0.3,0.3333333333333333,0.16666666666666666,0.2777777777777778,0.22580645161290322
14842,21800180,LaMarcus Aldridge,0.3894736842105263,0.45215311004784686,0.6437414030261348,0.5938242280285035,0.23076923076923078,0.5471698113207547,0.3548387096774194,0.2116788321167881,0.6382730455075846,0.280970625798212,0.16666666666666666,0.47540983606557374,0.5919889502762431,0.4166666666666667,0.42,0.476,0.0,0.0,0.0,0.28,0.20512820512820512,0.875,0.16666666666666666,0.34782608695652173,0.3225806451612903,0.041666666666666664,0.0,0.1,0.16666666666666666,0.5,0.7111111111111111,0.43548387096774194
14843,21800156,LaMarcus Aldridge,0.37894736842105264,0.3110047846889952,0.6176066024759285,0.3717339667458432,0.3333333333333333,0.8113207547169812,0.34408602150537637,0.20437956204379565,0.9171528588098017,0.5185185185185186,0.35714285714285715,0.47540983606557374,0.5903314917127072,0.08333333333333333,0.28,0.143,0.0,0.0,0.0,0.08,0.05128205128205128,1.0,0.3333333333333333,0.5217391304347826,0.5161290322580645,0.0,0.0,0.2,0.08333333333333333,0.5,0.37777777777777777,0.0967741935483871
14844,21800137,LaMarcus Aldridge,0.5368421052631579,0.4186602870813399,0.8349381017881705,0.4073634204275533,0.4358974358974359,0.49056603773584906,0.6559139784946236,0.6301703163017032,0.67561260210035,0.47892720306513414,0.5952380952380952,0.3770491803278688,0.5535911602209944,0.25,0.28,0.429,0.0,0.041666666666666664,0.0,0.08,0.05128205128205128,1.0,0.08333333333333333,0.21739130434782608,0.1935483870967742,0.125,0.0,0.0,0.3333333333333333,0.16666666666666666,0.3888888888888889,0.22580645161290322
14845,21800130,LaMarcus Aldridge,0.5263157894736842,0.5071770334928228,0.7056396148555707,0.4133016627078384,0.5384615384615384,0.49056603773584906,0.41935483870967744,0.5401459854014596,0.4947491248541424,0.3652618135376756,0.42857142857142855,0.45901639344262296,0.6577348066298342,0.4583333333333333,0.42,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.34782608695652173,0.3870967741935484,0.25,0.0,0.0,0.08333333333333333,0.3333333333333333,0.5333333333333333,0.3548387096774194
14846,21800110,LaMarcus Aldridge,0.3263157894736842,0.3157894736842105,0.6946354883081156,0.29691211401425177,0.3333333333333333,0.33962264150943394,0.6881720430107527,0.749391727493917,0.9101516919486582,0.28352490421455945,0.47619047619047616,0.4426229508196721,0.39392265193370163,0.4166666666666667,0.26,0.769,0.0,0.0,0.0,0.16,0.10256410256410256,1.0,0.08333333333333333,0.08695652173913043,0.0967741935483871,0.041666666666666664,0.0,0.1,0.25,0.5,0.6,0.3870967741935484
14847,21800094,LaMarcus Aldridge,0.5684210526315789,0.4904306220095694,0.9339752407152682,0.5344418052256532,0.48717948717948717,0.4528301886792453,0.5591397849462365,0.5523114355231142,0.6569428238039673,0.37547892720306514,0.2619047619047619,0.47540983606557374,0.6624309392265193,0.25,0.34,0.353,0.0,0.0,0.0,0.32,0.20512820512820512,1.0,0.25,0.13043478260869565,0.1935483870967742,0.16666666666666666,0.1,0.0,0.08333333333333333,0.3333333333333333,0.4,0.3225806451612903
14848,21800082,LaMarcus Aldridge,0.5368421052631579,0.5430622009569377,0.7138927097661624,0.2232779097387173,0.3076923076923077,0.6037735849056604,0.5376344086021505,0.5620437956204378,0.5460910151691949,0.5031928480204342,0.35714285714285715,0.36065573770491804,0.5466850828729282,0.2916666666666667,0.32,0.4379999999999999,0.0,0.0,0.0,0.04,0.05128205128205128,0.5,0.16666666666666666,0.13043478260869565,0.16129032258064516,0.125,0.0,0.2,0.3333333333333333,0.5,0.5444444444444444,0.24193548387096775
14849,21800058,LaMarcus Aldridge,0.3894736842105263,0.3468899521531101,0.9339752407152682,0.3752969121140142,0.20512820512820512,0.5471698113207547,0.6451612903225806,0.6885644768856448,0.8541423570595099,0.67816091954023,0.7142857142857143,0.32786885245901637,0.5287292817679557,0.20833333333333334,0.36,0.278,0.0,0.08333333333333333,0.0,0.2,0.1282051282051282,1.0,0.5,0.30434782608695654,0.41935483870967744,0.08333333333333333,0.0,0.1,0.08333333333333333,0.16666666666666666,0.4444444444444444,0.24193548387096775
14850,21800048,LaMarcus Aldridge,0.8736842105263158,0.6148325358851674,0.5763411279229712,0.4263657957244655,0.6410256410256411,0.660377358490566,0.9354838709677419,0.6545012165450121,0.6931155192532088,0.6845466155810984,0.6666666666666666,0.4426229508196721,0.662707182320442,0.5416666666666666,0.44,0.591,0.0,0.0,0.0,0.44,0.46153846153846156,0.611,0.4166666666666667,0.21739130434782608,0.3225806451612903,0.20833333333333334,0.1,0.1,0.08333333333333333,0.5,0.5777777777777777,0.5967741935483871
14851,21800034,LaMarcus Aldridge,0.6526315789473685,0.6674641148325359,0.7826685006877581,0.5570071258907363,0.41025641025641024,0.5471698113207547,0.5591397849462365,0.42335766423357657,0.7502917152858809,0.5530012771392082,0.5952380952380952,0.32786885245901637,0.6088397790055249,0.25,0.26,0.462,0.0,0.041666666666666664,0.0,0.0,0.02564102564102564,0.0,0.4166666666666667,0.13043478260869565,0.25806451612903225,0.20833333333333334,0.1,0.1,0.0,0.0,0.2777777777777778,0.1935483870967742
14852,21800010,LaMarcus Aldridge,0.5578947368421052,0.41387559808612434,0.6203576341127924,0.5225653206650831,0.358974358974359,0.660377358490566,0.5591397849462365,0.4452554744525547,0.8704784130688448,0.4035759897828864,0.38095238095238093,0.4262295081967213,0.6906077348066297,0.2916666666666667,0.46,0.304,0.0,0.041666666666666664,0.0,0.28,0.2564102564102564,0.7,0.6666666666666666,0.4782608695652174,0.6129032258064516,0.08333333333333333,0.1,0.3,0.16666666666666666,0.3333333333333333,0.5444444444444444,0.3387096774193548
14853,11800069,LaMarcus Aldridge,0.23157894736842105,0.27272727272727265,0.4332874828060522,0.22802850356294535,0.41025641025641024,0.660377358490566,0.4731182795698925,0.39902676399026754,0.7362893815635939,0.4086845466155811,0.47619047619047616,0.5573770491803278,0.49917127071823203,0.20833333333333334,0.3,0.3329999999999999,0.0,0.08333333333333333,0.0,0.12,0.10256410256410256,0.75,0.08333333333333333,0.6086956521739131,0.4838709677419355,0.16666666666666666,0.1,0.2,0.16666666666666666,0.3333333333333333,0.6444444444444445,0.20967741935483872
14854,11800044,LaMarcus Aldridge,0.35789473684210527,0.2990430622009569,0.7359009628610728,0.22565320665083133,0.20512820512820512,0.5094339622641509,0.5591397849462365,0.40145985401459844,0.7782963827304551,0.40996168582375486,0.5476190476190477,0.4426229508196721,0.4453038674033149,0.20833333333333334,0.3,0.3329999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.21739130434782608,0.22580645161290322,0.041666666666666664,0.0,0.0,0.16666666666666666,0.3333333333333333,0.35555555555555557,0.16129032258064516
14855,11800035,LaMarcus Aldridge,0.6105263157894737,0.7272727272727273,0.7606602475928472,0.509501187648456,0.46153846153846156,0.6792452830188679,0.3978494623655914,0.24817518248175174,0.7409568261376897,0.3269476372924649,0.35714285714285715,0.3114754098360656,0.34171270718232044,0.2916666666666667,0.22,0.636,0.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.0967741935483871,0.041666666666666664,0.0,0.2,0.16666666666666666,0.5,0.4666666666666667,0.22580645161290322
