,GAME_ID,PLAYER_NAME,PTS_home_JimmyButler,FG_PCT_home_JimmyButler,FT_PCT_home_JimmyButler,FG3_PCT_home_JimmyButler,AST_home_JimmyButler,REB_home_JimmyButler,PTS_away_JimmyButler,FG_PCT_away_JimmyButler,FT_PCT_away_JimmyButler,FG3_PCT_away_JimmyButler,AST_away_JimmyButler,REB_away_JimmyButler,MIN_JimmyButler,FGM_JimmyButler,FGA_JimmyButler,FG_PCT_JimmyButler,FG3M_JimmyButler,FG3A_JimmyButler,FG3_PCT_JimmyButler,FTM_JimmyButler,FTA_JimmyButler,FT_PCT_JimmyButler,OREB_JimmyButler,DREB_JimmyButler,REB_JimmyButler,AST_JimmyButler,STL_JimmyButler,BLK_JimmyButler,TO_JimmyButler,PF_JimmyButler,PLUS_MINUS_JimmyButler,PTS_JimmyButler
10677,21301144,Jimmy Butler,0.2,0.33014354066985646,0.42640990371389265,0.2232779097387173,0.20512820512820512,0.4339622641509434,0.43010752688172044,0.47931873479318704,0.7782963827304551,0.49936143039591324,0.47619047619047616,0.4098360655737705,0.6903314917127071,0.041666666666666664,0.18,0.111,0.0,0.16666666666666666,0.0,0.04,0.05128205128205128,0.5,0.16666666666666666,0.17391304347826086,0.1935483870967742,0.375,0.0,0.0,0.16666666666666666,0.16666666666666666,0.7333333333333333,0.04838709677419355
10678,21301137,Jimmy Butler,0.45263157894736844,0.26794258373205737,0.7056396148555707,0.37767220902612825,0.41025641025641024,0.5094339622641509,0.3655913978494624,0.5109489051094891,0.7001166861143524,0.31928480204342274,0.30952380952380953,0.29508196721311475,0.6784530386740331,0.20833333333333334,0.22,0.455,0.07142857142857142,0.25,0.1669999999999999,0.24,0.23076923076923078,0.667,0.16666666666666666,0.17391304347826086,0.1935483870967742,0.20833333333333334,0.1,0.1,0.08333333333333333,0.3333333333333333,0.6888888888888889,0.27419354838709675
10679,21301120,Jimmy Butler,0.3473684210526316,0.4473684210526315,0.6822558459422283,0.39548693586698325,0.41025641025641024,0.39622641509433965,0.5268817204301075,0.6496350364963503,0.8448074679113186,0.6130268199233717,0.5476190476190477,0.26229508196721313,0.6776243093922651,0.25,0.32,0.375,0.21428571428571427,0.3333333333333333,0.375,0.08,0.05128205128205128,1.0,0.08333333333333333,0.043478260869565216,0.06451612903225806,0.08333333333333333,0.3,0.0,0.0,0.3333333333333333,0.6,0.27419354838709675
10680,21301106,Jimmy Butler,0.3684210526315789,0.5215311004784687,0.9147180192572214,0.2232779097387173,0.5128205128205128,0.4339622641509434,0.25806451612903225,0.3819951338199511,0.6884480746791132,0.3575989782886335,0.30952380952380953,0.2786885245901639,0.7035911602209945,0.3333333333333333,0.26,0.615,0.0,0.125,0.0,0.08,0.05128205128205128,1.0,0.08333333333333333,0.17391304347826086,0.16129032258064516,0.16666666666666666,0.1,0.0,0.0,0.16666666666666666,0.5777777777777777,0.2903225806451613
10681,21301097,Jimmy Butler,0.45263157894736844,0.48564593301435405,0.656121045392022,0.4097387173396674,0.38461538461538464,0.41509433962264153,0.5483870967741935,0.6885644768856448,0.7736289381563594,0.6385696040868455,0.47619047619047616,0.18032786885245902,0.737292817679558,0.20833333333333334,0.24,0.417,0.21428571428571427,0.2916666666666667,0.429,0.08,0.10256410256410256,0.5,0.0,0.21739130434782608,0.16129032258064516,0.0,0.3,0.0,0.25,0.16666666666666666,0.5222222222222223,0.24193548387096775
10682,21301080,Jimmy Butler,0.15789473684210525,0.3253588516746409,0.6066024759284733,0.20902612826603323,0.38461538461538464,0.5471698113207547,0.3763440860215054,0.46715328467153255,0.6359393232205367,0.5810983397190295,0.35714285714285715,0.4426229508196721,0.7406077348066298,0.125,0.18,0.3329999999999999,0.07142857142857142,0.16666666666666666,0.25,0.12,0.07692307692307693,1.0,0.08333333333333333,0.21739130434782608,0.1935483870967742,0.08333333333333333,0.0,0.0,0.25,0.3333333333333333,0.4,0.16129032258064516
10683,21301050,Jimmy Butler,0.3157894736842105,0.38277511961722477,0.9147180192572214,0.3171021377672209,0.358974358974359,0.5471698113207547,0.22580645161290322,0.3017031630170316,0.8891481913652276,0.5108556832694765,0.16666666666666666,0.36065573770491804,0.5386740331491713,0.125,0.2,0.3,0.07142857142857142,0.16666666666666666,0.25,0.2,0.15384615384615385,0.833,0.0,0.21739130434782608,0.16129032258064516,0.125,0.0,0.0,0.08333333333333333,0.5,0.5888888888888889,0.1935483870967742
10684,21301034,Jimmy Butler,0.3368421052631579,0.44497607655502364,0.6891334250343879,0.42399049881235146,0.38461538461538464,0.5094339622641509,0.26881720430107525,0.24087591240875905,0.8938156359393232,0.06385696040868456,0.16666666666666666,0.45901639344262296,0.7541436464088398,0.16666666666666666,0.16,0.5,0.07142857142857142,0.125,0.3329999999999999,0.32,0.2564102564102564,0.8,0.25,0.21739130434782608,0.25806451612903225,0.25,0.1,0.0,0.16666666666666666,0.5,0.6444444444444445,0.27419354838709675
10685,21301022,Jimmy Butler,0.3368421052631579,0.41387559808612434,0.779917469050894,0.21615201900237527,0.48717948717948717,0.6415094339622641,0.24731182795698925,0.2871046228710462,0.7082847141190198,0.5810983397190295,0.30952380952380953,0.26229508196721313,0.7516574585635359,0.20833333333333334,0.22,0.455,0.2857142857142857,0.25,0.667,0.12,0.10256410256410256,0.75,0.08333333333333333,0.043478260869565216,0.06451612903225806,0.041666666666666664,0.5,0.0,0.08333333333333333,0.5,0.43333333333333335,0.27419354838709675
10686,21301008,Jimmy Butler,0.3684210526315789,0.4784688995215311,0.27647867950481425,0.5439429928741091,0.358974358974359,0.39622641509433965,0.4946236559139785,0.4574209245742092,0.7841306884480747,0.6807151979565772,0.42857142857142855,0.5245901639344263,0.7621546961325967,0.20833333333333334,0.16,0.625,0.07142857142857142,0.08333333333333333,0.5,0.2,0.1282051282051282,1.0,0.08333333333333333,0.21739130434782608,0.1935483870967742,0.16666666666666666,0.2,0.2,0.4166666666666667,0.6666666666666666,0.5777777777777777,0.25806451612903225
10687,21300999,Jimmy Butler,0.2736842105263158,0.2105263157894736,0.6011004126547455,0.26959619952494046,0.3333333333333333,0.5471698113207547,0.44086021505376344,0.4063260340632603,0.7502917152858809,0.6641123882503194,0.38095238095238093,0.4262295081967213,0.7599447513812154,0.16666666666666666,0.24,0.3329999999999999,0.07142857142857142,0.25,0.1669999999999999,0.16,0.15384615384615385,0.667,0.0,0.08695652173913043,0.06451612903225806,0.08333333333333333,0.2,0.0,0.08333333333333333,0.16666666666666666,0.32222222222222224,0.20967741935483872
10688,21300986,Jimmy Butler,0.3684210526315789,0.3349282296650718,0.7083906464924346,0.3562945368171021,0.3333333333333333,0.4339622641509434,0.3333333333333333,0.2895377128953771,0.558926487747958,0.1826309067688378,0.19047619047619047,0.5737704918032787,0.6325966850828728,0.041666666666666664,0.22,0.091,0.0,0.16666666666666666,0.0,0.12,0.10256410256410256,0.75,0.0,0.21739130434782608,0.16129032258064516,0.08333333333333333,0.1,0.0,0.08333333333333333,0.6666666666666666,0.5444444444444444,0.08064516129032258
10689,21300968,Jimmy Butler,0.5473684210526316,0.5813397129186603,0.7881705639614855,0.692399049881235,0.6923076923076923,0.41509433962264153,0.3333333333333333,0.2627737226277372,0.7257876312718786,0.2452107279693487,0.2857142857142857,0.47540983606557374,0.45662983425414366,0.16666666666666666,0.16,0.5,0.07142857142857142,0.041666666666666664,1.0,0.08,0.05128205128205128,1.0,0.0,0.08695652173913043,0.06451612903225806,0.20833333333333334,0.2,0.0,0.08333333333333333,0.5,0.7555555555555555,0.1774193548387097
10690,21300952,Jimmy Butler,0.3894736842105263,0.4066985645933016,0.8033012379642366,0.5273159144893111,0.358974358974359,0.41509433962264153,0.5161290322580645,0.6326034063260341,0.7666277712952159,0.7292464878671777,0.5,0.29508196721311475,0.6011049723756906,0.2916666666666667,0.28,0.5,0.21428571428571427,0.20833333333333334,0.6,0.24,0.15384615384615385,1.0,0.3333333333333333,0.08695652173913043,0.1935483870967742,0.08333333333333333,0.0,0.0,0.08333333333333333,0.16666666666666666,0.18888888888888888,0.3709677419354839
10691,21300934,Jimmy Butler,0.37894736842105264,0.39473684210526305,0.5955983493810179,0.4370546318289786,0.4358974358974359,0.5660377358490566,0.34408602150537637,0.38686131386861317,0.9474912485414235,0.44699872286079184,0.38095238095238093,0.36065573770491804,0.7928176795580111,0.16666666666666666,0.3,0.267,0.14285714285714285,0.25,0.3329999999999999,0.24,0.15384615384615385,1.0,0.16666666666666666,0.391304347826087,0.3548387096774194,0.0,0.4,0.2,0.16666666666666666,0.16666666666666666,0.5111111111111111,0.25806451612903225
10692,21300917,Jimmy Butler,0.18947368421052632,0.37320574162679415,0.9023383768913343,0.18289786223277907,0.20512820512820512,0.39622641509433965,0.3118279569892473,0.49391727493917276,0.4819136522753793,0.7982120051085569,0.35714285714285715,0.4098360655737705,0.7060773480662983,0.041666666666666664,0.06,0.3329999999999999,0.0,0.0,0.0,0.24,0.15384615384615385,1.0,0.08333333333333333,0.08695652173913043,0.0967741935483871,0.08333333333333333,0.2,0.0,0.08333333333333333,0.0,0.32222222222222224,0.12903225806451613
10693,21300909,Jimmy Butler,0.3684210526315789,0.4569377990430619,0.7579092159559836,0.21615201900237527,0.4358974358974359,0.2830188679245283,0.5268817204301075,0.7104622871046227,0.7946324387397901,0.3358876117496808,0.5238095238095238,0.3770491803278688,0.7624309392265193,0.2916666666666667,0.3,0.467,0.0,0.125,0.0,0.16,0.15384615384615385,0.667,0.25,0.391304347826087,0.3870967741935484,0.16666666666666666,0.3,0.0,0.25,0.3333333333333333,0.5777777777777777,0.2903225806451613
